REF,Company,Company_Location,Year_Reviewed,Bean_Origin,Cocoa_Percent,Characteristics,Rating,S_Bean_Origin,Number_Ingredients,Ingredient_B,Ingredient_C,Ingredient_L,Ingredient_S,Ingredient_S*,Ingredient_Sa,Ingredient_V
1275,Ethereal,U.S.A.,2014,Dominican Republic,80.0,"coarse, mild bitter, raisin",3.75,Dominican Republic,3,1,1,0,1,0,0,0
2142,Ethereal,U.S.A.,2018,Guatemala,80.0,prominent plum note,3.5,Guatemala,3,1,1,0,1,0,0,0
2664,Ethereal,U.S.A.,2021,Uganda,70.0,"sandy, basic cocoa, sweet",3.0,Uganda,3,1,1,0,1,0,0,0
2450,Exquisito,U.S.A.,2019,Peru,73.0,dominated by heavy roast,3.0,"Maranon, Fortunato",3,1,1,0,1,0,0,0
565,Fearless (AMMA),U.S.A.,2010,Brazil,75.0,"perfume, floral, vanilla",2.75,"Monte Alegre, D. Badaro, Raw, Organic",2,1,0,0,1,0,0,0
1736,Feitoria Cacao,Portugal,2016,Venezuela,76.0,"fatty, sandy, nutty, off notes",2.5,Cuyagua,2,1,0,0,1,0,0,0
1736,Feitoria Cacao,Portugal,2016,Belize,76.0,"metallic, off notes, powdery",2.75,Maya Mountain,2,1,0,0,1,0,0,0
1732,Feitoria Cacao,Portugal,2016,Jamaica,76.0,"roasty, spicy, nutty",3.0,Blue Mountain,2,1,0,0,1,0,0,0
105,Felchlin,Switzerland,2006,Blend,62.0,"malitol, cocoa",2.0,Supremo- SF,5,1,1,1,1,0,0,1
48,Felchlin,Switzerland,2006,Madagascar,64.0,"basic cocoa, short length",3.0,"Madagascar, Grand Cru",5,1,1,1,1,0,0,1
48,Felchlin,Switzerland,2006,Venezuela,65.0,"creamy, floral, complex",3.0,Maracaibo Clasificado,5,1,1,1,1,0,0,1
105,Felchlin,Switzerland,2006,Dominican Republic,74.0,"creamy, roasty, cocoa",3.0,Elvesia P.,5,1,1,1,1,0,0,1
48,Felchlin,Switzerland,2006,Ecuador,72.0,"fatty, rich, spice, nutty",3.5,Arriba,5,1,1,1,1,0,0,1
56,Felchlin,Switzerland,2006,Bolivia,68.0,"complex, raspberry, cocoa",4.0,"Alto Beni, Cru Savage",5,1,1,1,1,0,0,1
494,Felchlin,Switzerland,2010,Grenada,58.0,"spicey, marshmallow",3.5,Grenada,5,1,1,1,1,0,0,1
1283,Finca,U.S.A.,2014,Puerto Rico,65.0,"intense, molasses, sweet",2.25,Puerto Rico,3,1,1,0,1,0,0,0
1287,Finca,U.S.A.,2014,Dominican Republic,85.0,"intense, molasses, bitter",2.5,Dominican Republic,3,1,1,0,1,0,0,0
1283,Finca,U.S.A.,2014,Dominican Republic,80.0,"molasses, licorice, bitter",3.0,Dominican Republic,3,1,1,0,1,0,0,0
1283,Finca,U.S.A.,2014,Dominican Republic,70.0,"sandy, sweet, mild fruit",3.25,Dominican Republic,3,1,1,0,1,0,0,0
2474,Finnia,Canada,2020,Honduras,70.0,"off, hammy, roasty",2.75,Honduras,3,1,1,0,1,0,0,0
2482,Finnia,Canada,2020,Colombia,70.0,"nutty, melon, vinegar",2.75,Chigorodo,3,1,1,0,1,0,0,0
2478,Finnia,Canada,2020,Mexico,70.0,"banana, bland, sour, off",3.0,Mexico,3,1,1,0,1,0,0,0
2486,Finnia,Canada,2020,Blend,70.0,"fruit, cocoa, fatty",3.25,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",3,1,1,0,1,0,0,0
2398,Firetree,U.K.,2019,Philippines,73.0,"creamy, honey, mild hammy",3.25,Mindanao Island,4,1,1,1,1,0,0,0
2394,Firetree,U.K.,2019,Papua New Guinea,72.0,"caramel, acidic, creamy",3.5,Karkar Island,4,1,1,1,1,0,0,0
2398,Firetree,U.K.,2019,Solomon Islands,69.0,"plums, cocoa",3.5,Guadalcanal,4,1,1,1,1,0,0,0
2398,Firetree,U.K.,2019,Vanuatu,72.0,"cherry, cocoa, creamy",3.75,Malekula Island,4,1,1,1,1,0,0,0
2154,Five (5)Mile,U.S.A.,2018,Belize,75.0,"hammy, dried fruit",2.75,Maya Mtn,2,1,0,0,1,0,0,0
2154,Five (5)Mile,U.S.A.,2018,Guatemala,75.0,"hammy, large grits",2.75,Monte Grande,2,1,0,0,1,0,0,0
2154,Five (5)Mile,U.S.A.,2018,Colombia,75.0,"high acidity, bitter, nutty",3.0,Tumaco,2,1,0,0,1,0,0,0
2150,Five (5)Mile,U.S.A.,2018,Dominican Republic,75.0,"roasty, simple",3.5,"Oko Caribe, San Fran. De Mac.,batch A",2,1,0,0,1,0,0,0
2202,FJAK,Norway,2018,Madagascar,70.0,"molasses, sour notes",3.0,Bejofo,3,1,1,0,1,0,0,0
2206,FJAK,Norway,2018,India,68.0,"muted, mild sweet cocoa",3.5,Goground,3,1,1,0,1,0,0,0
2206,FJAK,Norway,2018,Tanzania,70.0,"fruit, spicy mild molasses",3.5,Kokoa Kamili,3,1,1,0,1,0,0,0
1267,Forever Cacao,U.K.,2014,Peru,72.0,"coconut, true to sugar bar",2.75,Rio Eni,3,1,1,0,0,1,0,0
1772,Fossa,Singapore,2016,Madagascar,70.0,"gummy, bland, sour",2.75,"Akesson's E., Sambirano V.",2,1,0,0,1,0,0,0
1776,Fossa,Singapore,2016,Ecuador,75.0,"sticky, floral",3.5,"Camino Verde P., Balao, Guayas",2,1,0,0,1,0,0,0
1776,Fossa,Singapore,2016,Tanzania,67.0,"gummy, sandy, complex",3.75,"Kokoa Kamili Coop, Kilombero",2,1,0,0,1,0,0,0
2076,Fossa,Singapore,2018,Dominican Republic,72.0,"coffee, acidic, astringent",2.75,Oko Caribe,2,1,0,0,1,0,0,0
2072,Fossa,Singapore,2018,Bolivia,70.0,"nuts, sour milk",3.0,Alto Beni,2,1,0,0,1,0,0,0
2072,Fossa,Singapore,2018,Indonesia,70.0,"sandy, powdery, late sour",3.0,"Pak Eddy Farm, Yogyakarta Region",2,1,0,0,1,0,0,0
2072,Fossa,Singapore,2018,Philippines,70.0,"sandy, dried fruit, roasty",3.25,Davao,2,1,0,0,1,0,0,0
2072,Fossa,Singapore,2018,Haiti,68.0,"roasty, hazelnut, cocoa",3.5,Pisa,2,1,0,0,1,0,0,0
2430,Fossa,Singapore,2019,Mexico,70.0,"sticky, dried sour fruit, roasty",3.0,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",2,1,0,0,1,0,0,0
2430,Fossa,Singapore,2019,Madagascar,70.0,"roasted nuts, citrus, creamy",3.5,"Ottange Farm, Mava Plantation, Sambirano",2,1,0,0,1,0,0,0
2712,Fossa,Singapore,2021,Indonesia,72.0,"dried fruit (fig), black licorice",3.5,"Burang, Popayato-Paquat microlot, Goranulo Province",2,1,0,0,1,0,0,0
2712,Fossa,Singapore,2021,Malaysia,72.0,"dairy, cocoa, mild sour",3.5,"Semai Community, Kamping Long B, Pahang",2,1,0,0,1,0,0,0
2318,Foundry,New Zealand,2019,Papua New Guinea,70.0,"off, tropical, vegetal, rubbery",3.0,"Kulkul P., Karkar Island, 2018 h.",2,1,0,0,1,0,0,0
2322,Foundry,New Zealand,2019,Bolivia,70.0,"honey, mild floral, mild off",3.0,"Alto Beni, 2017 h.",2,1,0,0,1,0,0,0
2322,Foundry,New Zealand,2019,Vanuatu,70.0,"fruit, smokey, mocha",3.0,Masidau Farm,2,1,0,0,1,0,0,0
2322,Foundry,New Zealand,2019,Colombia,70.0,"dirty, roasty, acidic",3.0,"Tumaco, 2017 h.",2,1,0,0,1,0,0,0
2318,Foundry,New Zealand,2019,Tanzania,70.0,"nutty, bland, late sour",3.25,"Kilombero Valley, 2017 h.",2,1,0,0,1,0,0,0
2322,Foundry,New Zealand,2019,Ecuador,70.0,"floral, orange, cocoa",3.75,"Camino Verde, 2017 h.",2,1,0,0,1,0,0,0
2326,Foundry,New Zealand,2019,Peru,70.0,"fig, mild anise",3.75,"Ucayali, 2017 h.",2,1,0,0,1,0,0,0
915,Franceschi,Venezuela,2012,Venezuela,60.0,"grits, hazelnut, rum",3.5,Sur del Lago,3,1,1,0,1,0,0,0
911,Franceschi,Venezuela,2012,Venezuela,70.0,"nutty, dried fruit",3.75,Canoabo,3,1,1,0,1,0,0,0
1355,Franceschi,Venezuela,2014,Venezuela,70.0,"intense, tobacco, nuts",3.5,Choroni,3,1,1,0,1,0,0,0
1355,Franceschi,Venezuela,2014,Venezuela,70.0,"caramel, dairy",3.75,Ocumare,3,1,1,0,1,0,0,0
2044,Franceschi,Venezuela,2018,Venezuela,60.0,"large grits, sweet",2.5,Rio Caribe,4,1,1,1,1,0,0,0
2100,Franceschi,Venezuela,2018,Venezuela,70.0,large grits,3.0,"Sur del Lago, Zulia",3,1,1,0,1,0,0,0
2122,Franceschi,Venezuela,2018,Venezuela,85.0,"sl. dry, gritty, fruity, nuts",3.0,Chuao,2,1,0,0,1,0,0,0
2100,Franceschi,Venezuela,2018,Venezuela,70.0,"dried fruit, large grits",3.25,"Carenero, Miranda",3,1,1,0,1,0,0,0
2118,Franceschi,Venezuela,2018,Venezuela,72.0,nutty,3.5,Cuyagua,2,1,0,0,1,0,0,0
1351,Frederic Blondeel,Belgium,2014,Ghana,60.0,"coarse, hazelnut, peanut",3.5,Ghana,4,1,1,1,1,0,0,0
1351,Frederic Blondeel,Belgium,2014,Madagascar,65.0,banana,3.5,Madagascar,4,1,1,1,1,0,0,0
1542,Frederic Blondeel,Belgium,2015,Vietnam,80.0,"intense, bitter, off notes",3.0,Vietnam,4,1,1,1,1,0,0,0
1538,Frederic Blondeel,Belgium,2015,Costa Rica,70.0,"few grits, spicy, cocoa",3.5,Costa Rica,4,1,1,1,1,0,0,0
1538,Frederic Blondeel,Belgium,2015,Peru,75.0,"very coarse, intense, spice",3.5,Peru Brutus,4,1,1,1,1,0,0,0
781,French Broad,U.S.A.,2011,Peru,70.0,"coarse,perfume,heavy roast",3.5,"Maranon Canyon, Fortunato No. 4",2,1,0,0,1,0,0,0
785,French Broad,U.S.A.,2011,Dominican Republic,65.0,choco covered strawberry,3.5,La Red,2,1,0,0,1,0,0,0
887,French Broad,U.S.A.,2012,Peru,81.0,"sandpaper, some fruit, bitter",2.0,"Palo Blanco w/ panela, Chulucanas, b. 120725A",2,1,0,0,0,1,0,0
883,French Broad,U.S.A.,2012,Peru,70.0,"fruit, cough medicine",2.5,Tumbes Coop,2,1,0,0,1,0,0,0
883,French Broad,U.S.A.,2012,Peru,66.0,"olive, rum",3.5,"Palo Blanco, Chulucanas, b. 120725A",2,1,0,0,0,1,0,0
1042,French Broad,U.S.A.,2013,Peru,66.0,"spice, citrus, sweet",3.5,"Palo Blanco, Chulucanas",2,1,0,0,1,0,0,0
1209,French Broad,U.S.A.,2014,Costa Rica,80.0,"mild bitter, roasty, red berry",3.0,San Andres,2,1,0,0,1,0,0,0
1295,French Broad,U.S.A.,2014,Nicaragua,68.0,"sweet, tobacco",3.25,Matagalpa,2,1,0,0,1,0,0,0
1634,French Broad,U.S.A.,2015,Guatemala,73.0,"roasty, grapes, rich brownie",3.5,Guatemala,2,1,0,0,1,0,0,0
1940,French Broad,U.S.A.,2017,Peru,70.0,"slight dry, citrus, grapefruit",3.5,Norandino,2,1,0,0,1,0,0,0
2430,French Broad,U.S.A.,2019,India,71.0,"tea, spicy, sweet",3.25,Animalai,3,1,1,0,1,0,0,0
370,Fresco,U.S.A.,2009,Jamaica,80.0,"slightly burnt, earthy",2.75,"Jamaica, #204, DR, SC",3,1,1,0,1,0,0,0
370,Fresco,U.S.A.,2009,Jamaica,70.0,"creamy, simple, nutty",3.0,"Jamaica, #206, DR, LC",3,1,1,0,1,0,0,0
370,Fresco,U.S.A.,2009,Jamaica,70.0,"creamy, roasty, tobacco",3.25,"Jamaica, #205, DR, MC",3,1,1,0,1,0,0,0
370,Fresco,U.S.A.,2009,Venezuela,65.0,"complex, mild licorice, spice",3.5,"Carenero Superior, #203, MR, SC",3,1,1,0,1,0,0,0
636,Fresco,U.S.A.,2011,Ghana,74.0,"mild bitter, mild cocoa, roasty",2.75,"Ghana, #211, MR, MC",3,1,1,0,1,0,0,0
682,Fresco,U.S.A.,2011,Madagascar,74.0,"woody, red fruit, sour",2.75,"Sambirano Valley, #214, LR, MC",3,1,1,0,1,0,0,0
688,Fresco,U.S.A.,2011,Madagascar,74.0,"sandy, cocoa, red fruit",3.0,"Sambirano Valley, #215, MR, MC",3,1,1,0,1,0,0,0
642,Fresco,U.S.A.,2011,Jamaica,70.0,"grassy, brownie, astringent",3.25,"Jamaica, #209, DR, SC",3,1,1,0,1,0,0,0
682,Fresco,U.S.A.,2011,Dominican Republic,72.0,"spicy, cocoa",3.25,"Conacado, #213, DR, -C",3,1,1,0,1,0,0,0
745,Fresco,U.S.A.,2011,Venezuela,76.0,"bready, nutty, earthy,intense",3.25,"Chuao, #218, MR, MC",3,1,1,0,1,0,0,0
642,Fresco,U.S.A.,2011,Dominican Republic,72.0,"red berry, some roasty notes",3.5,"Conacado, #212, LR, SC",3,1,1,0,1,0,0,0
642,Fresco,U.S.A.,2011,Jamaica,70.0,"woody, grassy, long",3.5,"Jamaica, #210, DR, MC",3,1,1,0,1,0,0,0
745,Fresco,U.S.A.,2011,Venezuela,70.0,"tart, roasted cocoa",4.0,"Chuao, #217, DR, MC",3,1,1,0,1,0,0,0
931,Fresco,U.S.A.,2012,Papua New Guinea,69.0,"sandy, smoke, red berry",3.0,"Markham Valley, #222, LR, 0C",2,1,0,0,1,0,0,0
899,Fresco,U.S.A.,2012,Papua New Guinea,69.0,mild smoke and fruit,3.5,"Markham Valley, #219, LR, MC",2,1,0,0,1,0,0,0
899,Fresco,U.S.A.,2012,Papua New Guinea,69.0,"smoke, fruit, sour, hammy",3.5,"Markham Valley, #221, DR, MC",2,1,0,0,1,0,0,0
915,Fresco,U.S.A.,2012,Madagascar,74.0,"caramel, nuts, dried fruit",4.0,"Sambirano Valley, #216, MR, LC",3,1,1,0,1,0,0,0
927,Fresco,U.S.A.,2012,Papua New Guinea,69.0,"tart, red berry, smoke",4.0,"Markham Valley, #220, MR, MC",2,1,0,0,1,0,0,0
1030,Fresco,U.S.A.,2013,Dominican Republic,72.0,mildly burnt caramel,3.25,"Conacado, #223, MR, SC",3,1,1,0,1,0,0,0
1081,Fresco,U.S.A.,2013,Dominican Republic,72.0,"blackberries, caramel, roasty",3.75,"Conacado, #224, MR, MC",3,1,1,0,1,0,0,0
1117,Fresco,U.S.A.,2013,Peru,70.0,cocoa and fresh grapes,3.75,"San Martin, Bellavista Coop, #226, DR, MC",3,1,1,0,1,0,0,0
1149,Fresco,U.S.A.,2013,Peru,70.0,chocolate covered banana,4.0,"Bellavista Coop, #225, LR, MC, CG Exclusive",3,1,1,0,1,0,0,0
1383,Fresco,U.S.A.,2014,Peru,70.0,"light color, leathery flavor",3.0,"Maranon, #228, MR, SC",3,1,1,0,1,0,0,0
1383,Fresco,U.S.A.,2014,Peru,70.0,"orange, mellow but flavorful",3.5,"Maranon, #227, LR, MC",3,1,1,0,1,0,0,0
1383,Fresco,U.S.A.,2014,Peru,70.0,"fruity, floral, caramel",3.5,"Maranon, #229, MR, LC",3,1,1,0,1,0,0,0
1387,Fresco,U.S.A.,2014,Peru,70.0,"slow develop, caramel, roasty",3.5,"Maranon, #230, DR, LC",3,1,1,0,1,0,0,0
2024,Fresco,U.S.A.,2017,Guatemala,70.0,"rich cocoa, mild, fatty",3.5,"Polochic Valley, LR, LC",3,1,1,0,1,0,0,0
2028,Fresco,U.S.A.,2017,Guatemala,70.0,"rich cocoa, nuts",3.5,"Polochic Valley, DR, LC",3,1,1,0,1,0,0,0
2024,Fresco,U.S.A.,2017,Guatemala,70.0,"long lasting, fruit, spicy",3.75,"Polochic Valley, MR, LC",3,1,1,0,1,0,0,0
2174,Fresco,U.S.A.,2018,Venezuela,72.0,"roasty, mild fatty",3.25,"Chuao, MR, SC",3,1,1,0,1,0,0,0
2174,Fresco,U.S.A.,2018,Venezuela,72.0,"complex, nuts, spice, floral",3.5,Carupano Pintao,3,1,1,0,1,0,0,0
2708,Fresco,U.S.A.,2021,Peru,74.0,"licorice, caramel, floral, dirty",3.0,"Lamas, Oro Verde, #280, MR 0C",3,1,1,0,1,0,0,0
2642,Fresco,U.S.A.,2021,Ghana,68.0,"coconut, high astringency",3.25,"ABOCFA, #260, LR-SC",3,1,1,0,1,0,0,0
2708,Fresco,U.S.A.,2021,Peru,74.0,"spicey, herbal, ripe, sl. burnt",3.25,"Lamas, Oro Verde, #282, DR MC",3,1,1,0,1,0,0,0
2642,Fresco,U.S.A.,2021,Ghana,68.0,"fudgey, spicey, nutty",3.5,"ABOCFA, #261, DR-MC",3,1,1,0,1,0,0,0
2644,Fresco,U.S.A.,2021,Nicaragua,70.0,"oily, black licorice, spicey",3.5,"O'Payo Profundo, Waslala, MR-MC, #271, b. 21-431",3,1,1,0,1,0,0,0
2704,Fresco,U.S.A.,2021,Madagascar,70.0,"raspberry, mild sour, cocoa",3.5,"Sambirano V., #290, MR MC",3,1,1,0,1,0,0,0
2644,Fresco,U.S.A.,2021,Nicaragua,70.0,"rich chocolate, late spice notes",3.75,"O'Payo Profundo, Waslala, DR-LC, #271, b. 21-433",3,1,1,0,1,0,0,0
2644,Fresco,U.S.A.,2021,Venezuela,68.0,"robust cocoa, dried cranberry",4.0,"Chuao Village, BR-SC",3,1,1,0,1,0,0,0
2000,Fresh Coast,U.S.A.,2017,Brazil,70.0,"creamy, fragrant",3.5,"Fazenda Camboa, Bahia",2,1,0,0,1,0,0,0
2000,Fresh Coast,U.S.A.,2017,Tanzania,70.0,"creamy, simple, strong choco",3.75,"Kokoa Kamili, Kilombero District",2,1,0,0,1,0,0,0
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Belize,70.0,"spice, fatty, mild cocoa",3.5,Belize,2,1,0,0,1,0,0,0
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Madagascar,70.0,"strong fruit, ham, deep cocoa",3.5,Madagascar,2,1,0,0,1,0,0,0
1375,Fresh Coast aka Just Good Choc.,U.S.A.,2014,Peru,70.0,"banana, yogurt, cocoa",4.0,Peru,2,1,0,0,1,0,0,0
1912,Friis Holm,Denmark,2016,Nicaragua,70.0,"vegetal, herbs, raw",3.5,"Rugoso, Bad Fermentation",2,1,0,0,1,0,0,0
1956,Friis Holm,Denmark,2017,Nicaragua,70.0,"creamy, black pepper, nut",3.75,Barba,3,1,1,0,1,0,0,0
2126,Friis Holm,Denmark,2018,Nicaragua,60.0,"sweet, metallic",3.0,"La Dalia, Lazy Growers Blend",3,1,1,0,1,0,0,0
2130,Friis Holm,Denmark,2018,Nicaragua,70.0,"floral, sticky",3.0,"Chuno, 2x turned",3,1,1,0,1,0,0,0
2126,Friis Holm,Denmark,2018,Nicaragua,70.0,"woody, grassy, spicy",3.25,"La Dalia, Lazy Growers Blend",3,1,1,0,1,0,0,0
2134,Friis Holm,Denmark,2018,Nicaragua,70.0,"high acidity, grassy",3.25,Rugoso,3,1,1,0,1,0,0,0
2122,Friis Holm,Denmark,2018,Nicaragua,68.0,"unique flavor, floral-spice mix",3.5,"O'Payo, Wasalala Co-op",3,1,1,0,1,0,0,0
2130,Friis Holm,Denmark,2018,Nicaragua,70.0,"delicate, balanced",3.5,"Chuno, 3x turned",3,1,1,0,1,0,0,0
2122,Friis Holm,Denmark,2018,Nicaragua,70.0,"strong cocoa, orange citrus",3.75,Johe,3,1,1,0,1,0,0,0
2126,Friis Holm,Denmark,2018,Nicaragua,70.0,"cocoa, savory",3.75,Medagla,3,1,1,0,1,0,0,0
2130,Friis Holm,Denmark,2018,Nicaragua,70.0,"black pepper,high astringency",3.75,Nicaliso,3,1,1,0,1,0,0,0
2126,Friis Holm,Denmark,2018,Guatemala,70.0,"honey, deep cocoa",4.0,Indio Rojo,3,1,1,0,1,0,0,0
2130,Friis Holm,Denmark,2018,Nicaragua,70.0,"banana,dairy, cocoa",4.0,"Rugoso, Bad Fermentation",3,1,1,0,1,0,0,0
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,70.0,"fatty, leathery, earthy",3.25,"Johe, Xoco",3,1,1,0,1,0,0,0
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,70.0,"tobacco, woody, wild berry",3.5,"Chuno, Xoco",3,1,1,0,1,0,0,0
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,70.0,"roasty, fatty, woody",3.5,"Nicaliso, Xoco",3,1,1,0,1,0,0,0
895,Friis Holm (Bonnat),Denmark,2012,Nicaragua,70.0,"intense olive, citrus, vegetal",3.25,"Chuno, triple turned, Xoco",3,1,1,0,1,0,0,0
899,Friis Holm (Bonnat),Denmark,2012,Honduras,70.0,"spicy, earthy",3.25,"Red Mayan, Xoco",3,1,1,0,1,0,0,0
899,Friis Holm (Bonnat),Denmark,2012,Nicaragua,70.0,"oily, fatty, bold olive",3.25,"Chuno, double turned, Xoco",3,1,1,0,1,0,0,0
923,Friis Holm (Bonnat),Denmark,2012,Nicaragua,70.0,"oily, gritty, savory",3.75,"Rugoso, Xoco",3,1,1,0,1,0,0,0
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,70.0,"oily, burnt black pepper",3.25,"Barba, Xoco",3,1,1,0,1,0,0,0
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,70.0,baked bread,3.5,"Medagla, Xoco",3,1,1,0,1,0,0,0
1259,Friis Holm (Bonnat),Denmark,2014,Nicaragua,70.0,"mild fatty, nutty, roasty",3.5,La Dalia,3,1,1,0,1,0,0,0
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,60.0,"oily, sweet, dairy, bland",3.0,La Dalia,3,1,1,0,1,0,0,0
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,85.0,"oily, spicy, sour",3.25,La Dalia,3,1,1,0,1,0,0,0
781,Fruition,U.S.A.,2011,Costa Rica,70.0,"fatty, sweet, vanilla",3.0,Costa Rica,3,1,1,0,1,0,0,0
753,Fruition,U.S.A.,2011,Costa Rica,66.0,"cocoa, spicy, sweet",3.25,Signature Blend,3,1,1,0,1,0,0,0
863,Fruition,U.S.A.,2012,Peru,70.0,"oily, tart, chlorine",2.5,Peru,3,1,1,0,1,0,0,0
1185,Fruition,U.S.A.,2013,Ecuador,75.0,"sandy,sweet, molasses,floral",3.0,Camino Verde,3,1,1,0,1,0,0,0
1046,Fruition,U.S.A.,2013,Dominican Republic,70.0,"dried fruit, intense",3.75,La Red,3,1,1,0,1,0,0,0
1359,Fruition,U.S.A.,2014,Peru,76.0,"acidic, undefined, brownie, off",3.0,Maranon,3,1,1,0,1,0,0,0
1347,Fruition,U.S.A.,2014,Trinidad,70.0,"delicate, hebs, choco",3.75,Gran Couva,3,1,1,0,1,0,0,0
1780,Fruition,U.S.A.,2016,Bolivia,74.0,"oily, tropical",3.75,"Wild Bolivian, Batch 2",2,1,0,0,1,0,0,0
1780,Fruition,U.S.A.,2016,Costa Rica,74.0,"oily, dried fruit, leather",4.0,"Coto Brus, Heirloom, Batch 1",2,1,0,0,1,0,0,0
2366,Fruition,U.S.A.,2019,Colombia,85.0,"black current,bitter,astringent",3.5,Tumaco,2,1,0,0,1,0,0,0
2278,Fruition,U.S.A.,2019,Madagascar,74.0,"balanced, fruit, nut, roasty",3.75,"Sambirano, Akessons",2,1,0,0,1,0,0,0
2550,Fruition,U.S.A.,2021,Dominican Republic,77.0,"sl. bitter up front, fatty, intense",3.25,Los Bejucos,2,1,0,0,1,0,0,0
2554,Fruition,U.S.A.,2021,Dominican Republic,68.0,"dried fruit, cocoa base, fatty",3.75,"Hispaniola, Dom. Rep. blend",4,1,1,0,1,0,0,1
2664,Fruition,U.S.A.,2021,Peru,72.0,"black licorice, tangy",3.75,Ucayali,3,1,1,0,1,0,0,0
2174,Fu Wan,Taiwan,2018,Taiwan,70.0,cheesy off flavor,2.5,"Taiwan, #1",3,1,1,0,1,0,0,0
2190,Fu Wan,Taiwan,2018,Madagascar,70.0,"grainy texture, sour, hammy",3.0,Madagascar,2,1,0,0,1,0,0,0
2202,Fu Wan,Taiwan,2018,Tanzania,70.0,"accessible, sweet, sandy",3.0,Tanzania,2,1,0,0,1,0,0,0
2202,Fu Wan,Taiwan,2018,Venezuela,70.0,"dried fruit, cocoa",3.5,Chuao,3,1,1,0,1,0,0,0
1367,Garden Island,U.S.A.,2014,U.S.A.,85.0,"gritty, ambiguous",2.5,"Kaua'i Island, Alea Estate +world",3,1,0,0,1,0,0,1
1642,Georgia Ramon,Germany,2015,Madagascar,65.0,"sandy, sweet, candy tart",3.25,Akesson P.,4,1,1,1,1,0,0,0
1646,Georgia Ramon,Germany,2015,Dominican Republic,70.0,"sticky, spice, roasty, earthy",3.5,Conacado Coop,4,1,1,1,1,0,0,0
1646,Georgia Ramon,Germany,2015,Dominican Republic,80.0,"deep cocoa, fruit, spice",3.5,Conacado Coop,4,1,1,1,1,0,0,0
1646,Georgia Ramon,Germany,2015,Madagascar,75.0,"red fruit, tart, fat, leathery",3.5,Akesson P.,4,1,1,1,1,0,0,0
1642,Georgia Ramon,Germany,2015,Ghana,70.0,cocoa and coconut,4.0,ABOCFA Coop,4,1,1,1,1,0,0,0
2012,Georgia Ramon,Germany,2017,St. Lucia,77.0,"chewy, woody, rustic",3.5,"Rabot Estate, Island Growers",3,1,1,0,1,0,0,0
2012,Georgia Ramon,Germany,2017,Venezuela,75.0,"fatty, creamy, roasty",3.5,"Porcelana, La Orquidea, Santa Barbara, Zulia",3,1,1,0,1,0,0,0
2096,Georgia Ramon,Germany,2018,Guatemala,72.0,"dry, grainy, spicy, roasty",2.75,Cahabon E.,3,1,1,0,1,0,0,0
2282,Georgia Ramon,Germany,2019,Venezuela,75.0,"earthy, roasty, strong vanilla",2.75,Chuao,3,1,1,0,1,0,0,0
1672,Glennmade,U.S.A.,2015,Brazil,66.0,"mild woody, black licorice",3.0,Bahia,2,1,0,0,1,0,0,0
1848,Glennmade,U.S.A.,2016,Belize,70.0,"mild strawberry, cocoa",3.5,"Toledo District, 2015 Harvest",2,1,0,0,1,0,0,0
1924,Goodnow Farms,U.S.A.,2016,Mexico,77.0,"sour off flavor, nutty, earthy",2.75,Almendra Blanca,3,1,1,0,1,0,0,0
1924,Goodnow Farms,U.S.A.,2016,Guatemala,77.0,"sweet edge, bright fruit, sour",3.25,Asochivite,3,1,1,0,1,0,0,0
1924,Goodnow Farms,U.S.A.,2016,Nicaragua,77.0,"mild molasses, rich, gateway",3.25,El Carmen,3,1,1,0,1,0,0,0
2032,Goodnow Farms,U.S.A.,2017,Peru,70.0,"creamy, fig",3.25,Ucayali,3,1,1,0,1,0,0,0
2446,Goodnow Farms,U.S.A.,2019,Colombia,73.0,"acidic, mildly burnt, metallic",2.5,Boyaca,3,1,1,0,1,0,0,0
2446,Goodnow Farms,U.S.A.,2019,Costa Rica,73.0,"floral, rubbery, woody",3.0,Coto Brus,3,1,1,0,1,0,0,0
2602,Goodnow Farms,U.S.A.,2021,Ecuador,70.0,"banana, cocoa, late floral",3.75,"Costa Esmeraldas, Salazar Farm",3,1,1,0,1,0,0,0
2194,Gotham,U.S.A.,2018,Belize,70.0,"fruit, tart, rubber",2.75,Maya Mtn,2,1,0,0,1,0,0,0
2642,Gotham,U.S.A.,2021,India,70.0,"sweet, dominate cocoa, spice",3.0,"Idukki Hills, ""Adventurous""",2,1,0,0,1,0,0,0
2642,Gotham,U.S.A.,2021,Bolivia,70.0,spice/herb dominate cocoa base,3.25,"Alto Beni, ""Wild""",2,1,0,0,1,0,0,0
2644,Gotham,U.S.A.,2021,Dominican Republic,70.0,"sandy, sweet, earthy,deep cocoa",3.25,Oko Caribe,2,1,0,0,1,0,0,0
